Data from Argon1000V710mTVCathode_USB2G486391__1__17-15-08-203.txt Node

Date: Thu Oct 28 17:15:08 EDT 2021
User: phys191
Spectrometer: USB2G48639
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 1.000000E0
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
350	1.21
351	-0.07
352	-1.42
353	-0.75
354	1.03
355	8.47
356	12
357	35.98
358	0.4
359	6.15
360	0.46
361	-2.4
362	0.88
363	0.66
364	-2.73
365	-1.27
366	-3.2
367	6.92
368	22.49
369	35.95
370	5.74
371	31.51
372	4.14
373	14.13
374	4.53
375	5.01
376	6.33
377	9.25
378	3.59
379	-3.31
380	-5.44
381	0.94
382	7.31
383	2.46
384	4
385	10.45
386	15.65
387	-0.73
388	-2.5
389	-2.85
390	5.02
391	-1.54
392	1.12
393	8.88
394	1.6
395	10.21
396	14.2
397	-2.05
398	19.68
399	2.65
400	3.25
401	29.88
402	0.8
403	10.62
404	242.99
405	45.66
406	28.12
407	10.14
408	18.33
409	22.45
410	4.53
411	17.63
412	8.71
413	44.05
414	19.35
415	8.18
416	60.16
417	162.09
418	20.15
419	42.91
420	168.66
421	297.5
422	45.45
423	7.62
424	18.32
425	20.77
426	64.34
427	250.12
428	184.21
429	71.42
430	17.25
431	79.73
432	16.93
433	2.23
434	138.86
435	139.25
436	67.31
437	15.56
438	47.48
439	29.55
440	14.34
441	36.63
442	10.81
443	34.67
444	44.58
445	8.75
446	8.31
447	-1.62
448	10.39
449	31.65
450	11.81
451	37.31
452	118.65
453	48.55
454	22.65
455	75.49
456	50.72
457	32.39
458	20.85
459	55.14
460	77.62
461	60.03
462	83.5
463	24.07
464	19.12
465	58.77
466	51.43
467	58.15
468	24.45
469	-5.24
470	2.68
471	26.21
472	11.22
473	24.47
474	57.52
475	22.96
476	20.3
477	96.51
478	63.59
479	8.02
480	12.24
481	40.27
482	31.49
483	14.27
484	13.68
485	13.98
486	49.95
487	184.27
488	93.8
489	123.92
490	60.02
491	19.96
492	27.55
493	339.03
494	60.77
495	31.32
496	19.16
497	97.01
498	32.95
499	10.42
500	3.29
501	-4.83
502	32.7
503	19.84
504	12.27
505	13.06
506	17
507	31.4
508	24.22
509	11.23
510	9.63
511	4.46
512	2.55
513	8.79
514	5.04
515	21.88
516	33.45
517	49.59
518	23.53
519	37.94
520	73.27
521	18.37
522	7.07
523	47.74
524	16.23
525	20.06
526	32.32
527	29.68
528	9.2
529	1.65
530	5.12
531	3.95
532	16.53
533	7.98
534	-0.85
535	11.2
536	15.15
537	8.55
538	7.96
539	14.71
540	5.82
541	4.19
542	12.95
543	12.59
544	12.39
545	25.88
546	42.59
547	31.74
548	24.12
549	3.19
550	57.27
551	73.63
552	27.1
553	10.95
554	7.66
555	18.92
556	37.17
557	74.82
558	58.5
559	27.18
560	24.77
561	78.98
562	80.49
563	34.35
564	18.48
565	22.9
566	41.87
567	31.43
568	7.02
569	23.67
570	23.03
571	12.2
572	4.84
573	8.4
574	18.6
575	96.89
576	41.81
577	3.35
578	11.23
579	13.26
580	18.98
581	15.22
582	40.06
583	11.36
584	20.93
585	10.3
586	12.98
587	19.61
588	66.75
589	57.15
590	71.17
591	30.03
592	132.2
593	75.62
594	54.95
595	38.51
596	17.27
597	12.04
598	22.17
599	15.68
600	14.76
601	24.25
602	33.53
603	40.38
604	185.62
605	149.33
606	92.45
607	60.66
608	26.24
609	13.29
610	25.86
611	62.37
612	55.27
613	37.78
614	45.16
615	30.96
616	43.69
617	42.94
618	86.7
619	30.22
620	7.9
621	5.57
622	47.52
623	31.71
624	15.83
625	6.24
626	13.94
627	7.68
628	9.66
629	-4.85
630	51.25
631	42.07
632	30.54
633	11.22
634	0.02
635	-5.64
636	-11.53
637	0.6
638	26.54
639	73.92
640	29.04
641	15.32
642	142.21
643	101.94
644	47.01
645	19.39
646	18.33
647	24.48
648	20.99
649	7.31
650	9.04
651	14.85
652	26.3
653	41.49
654	18.99
655	19.23
656	40.39
657	568.2
658	307.19
659	90.44
660	16.14
661	39.73
662	20.03
663	25.38
664	4.71
665	6.5
666	19.93
667	26.61
668	68.17
669	90.75
670	44.18
671	62.99
672	7.95
673	9.53
674	19.09
675	15.14
676	225.36
677	148.43
678	66.23
679	14.42
680	9.59
681	4.66
682	9.83
683	5.29
684	82.83
685	8.64
686	10.2
687	36.69
688	244.11
689	173.81
690	80.09
691	21.15
692	9.83
693	6.44
694	54.98
695	95.74
696	89.8
697	1356.8
698	1241.37
699	390.42
